bioguide_id,source,blame_count,compromise_count,credit_claiming_count,insult_count,policy_count,foreign_policy_count,legislative_discussion_count
J000308,floor,2,1,0,1,1,0,0
J000309,floor,21,1,1,5,18,0,3
K000009,floor,0,0,0,0,5,0,1
K000009,newsletters,0,0,0,0,5,0,3
K000009,tweets,2,1,3,0,12,0,8
K000367,floor,11,21,3,1,99,94,70
K000367,tweets,0,0,1,0,1,0,1
K000375,floor,0,0,0,0,0,0,0
K000375,tweets,1,0,0,0,3,1,1
K000376,floor,0,0,0,0,0,0,0
K000376,newsletters,6,6,19,0,56,11,27
K000376,statements,0,0,0,0,0,0,0
K000376,tweets,0,0,0,0,0,0,0
K000377,floor,9,0,0,2,5,4,0
K000377,tweets,0,0,0,0,0,0,0
K000380,floor,0,0,0,0,0,0,1
K000380,statements,22,66,91,0,310,57,147
K000380,tweets,0,0,0,0,0,0,0
K000381,floor,0,0,2,0,0,0,0
K000381,newsletters,4,9,17,0,49,0,19
K000381,tweets,0,3,0,0,3,0,2
K000382,floor,0,0,0,0,0,0,1
K000382,newsletters,3,9,30,0,82,4,27
K000382,tweets,0,0,0,0,1,0,1
K000383,floor,2,3,2,0,14,4,7
K000383,newsletters,1,17,19,0,65,5,39
K000383,statements,0,3,3,0,21,0,10
K000383,tweets,0,0,1,0,1,0,0
K000384,floor,8,10,2,1,78,21,47
K000384,newsletters,0,3,6,0,28,0,20
K000384,tweets,0,0,0,0,0,0,0
K000385,floor,6,0,0,1,1,0,0
K000385,newsletters,1,7,17,0,31,0,25
K000385,tweets,1,0,1,0,2,0,1
K000388,newsletters,0,0,4,0,11,3,7
K000389,floor,3,1,0,0,8,3,1
K000389,newsletters,4,1,6,0,27,2,15
K000389,statements,66,40,20,4,339,135,75
K000389,tweets,3,1,0,2,4,0,1
K000391,newsletters,4,4,9,0,23,18,3
K000391,statements,64,70,63,20,401,71,185
K000391,tweets,2,0,0,1,4,0,1
K000392,newsletters,3,0,6,0,16,6,12
K000392,statements,0,0,0,0,0,0,0
K000392,tweets,0,0,0,0,1,0,0
K000393,floor,15,1,1,3,26,10,6
K000393,statements,3,0,0,0,6,2,0
K000393,tweets,1,0,2,0,2,0,0
K000394,floor,0,0,0,0,1,0,1
K000394,newsletters,1,8,31,0,109,11,36
K000394,tweets,0,0,1,0,1,1,1
K000397,floor,0,0,0,0,1,0,0
K000397,tweets,2,2,3,0,7,2,3
K000398,floor,0,2,0,0,8,0,8
K000398,newsletters,0,4,14,0,35,11,20
K000399,newsletters,0,12,28,0,88,21,54
K000400,floor,3,2,0,4,5,4,4
K000400,newsletters,93,49,41,53,268,84,103
K000401,floor,11,1,11,0,45,7,24
K000401,newsletters,0,3,11,0,35,0,11
L000266,newsletters,13,1,12,1,26,4,15
L000266,tweets,2,1,1,0,2,0,1
L000273,floor,6,1,3,0,17,0,9
L000273,newsletters,0,3,3,0,7,0,4
L000273,tweets,2,0,1,0,4,0,1
L000397,floor,0,2,0,0,10,0,7
L000397,statements,36,46,11,36,65,6,36
L000491,floor,1,4,2,0,11,0,10
L000491,newsletters,1,1,7,0,10,4,10
L000491,statements,0,0,0,0,1,0,1
L000551,floor,0,1,1,0,6,0,3
L000551,newsletters,2,1,2,0,11,0,2
L000551,tweets,2,0,0,1,2,0,0
L000557,floor,1,1,0,0,11,0,1
L000557,newsletters,1,3,11,0,24,0,15
L000557,statements,4,2,1,0,8,0,5
L000557,tweets,0,0,0,0,0,0,0
L000560,floor,0,14,6,0,115,0,58
L000560,tweets,0,1,1,0,4,0,1
L000562,tweets,0,0,0,0,0,0,0
L000564,floor,0,0,1,0,3,0,4
L000564,newsletters,9,5,31,0,107,58,76
L000564,tweets,0,1,1,9,3,11,1
L000566,floor,0,6,2,0,37,3,33
L000566,newsletters,0,4,5,0,21,4,12
L000566,statements,75,67,63,54,173,22,114
L000566,tweets,2,0,0,0,3,0,0
L000569,floor,0,1,2,0,7,0,5
L000569,newsletters,12,2,7,1,60,17,31
L000569,statements,79,13,37,4,297,82,135
L000569,tweets,0,0,0,0,0,0,0
L000570,floor,0,0,0,0,2,0,1
L000570,newsletters,3,12,27,0,63,2,36
L000570,tweets,1,0,0,0,1,0,0
L000571,floor,0,0,0,0,0,0,0
L000571,newsletters,8,4,16,1,43,6,24
L000571,tweets,1,0,0,0,3,0,2
L000575,floor,5,1,1,0,32,2,4
L000575,newsletters,19,1,13,0,77,18,35
L000575,tweets,0,0,0,0,3,1,0
L000577,floor,21,2,0,8,34,6,16
L000577,newsletters,2,0,0,0,21,4,13
L000577,tweets,0,0,0,0,0,0,0
L000578,floor,23,0,0,4,50,16,11
L000578,newsletters,8,3,5,1,37,3,19
L000578,statements,62,30,6,55,44,1,26
L000578,tweets,1,0,0,1,4,0,1
L000582,floor,8,3,2,2,13,5,8
L000582,newsletters,5,1,23,0,42,4,16
L000582,statements,6,3,12,3,40,5,10
L000582,tweets,1,0,0,0,1,0,0
L000583,floor,0,0,0,0,0,0,0
L000583,newsletters,9,0,4,0,24,4,15
L000583,tweets,0,0,0,0,0,0,0
L000585,floor,0,0,0,0,0,0,0
L000585,newsletters,3,4,7,0,25,6,15
L000585,tweets,0,0,1,0,1,0,0
L000589,newsletters,14,0,12,0,45,1,20
L000589,tweets,5,0,1,1,7,1,1
L000590,floor,3,2,0,0,12,1,8
L000590,newsletters,1,1,4,0,15,0,5
L000590,tweets,0,3,0,0,2,1,0
L000593,newsletters,2,1,9,0,21,3,9
L000593,statements,0,5,3,0,13,0,13
L000593,tweets,2,1,0,0,2,0,0
L000595,floor,0,0,0,0,0,0,0
L000595,newsletters,2,2,13,0,34,4,15
L000595,tweets,0,0,2,0,2,0,1
L000596,newsletters,11,1,9,1,18,2,9
L000597,floor,0,1,1,0,4,0,4
L000597,newsletters,3,2,6,0,33,5,17
L000598,floor,0,0,0,0,1,2,0
L000598,newsletters,2,2,3,0,12,3,7
L000599,floor,5,1,0,0,33,20,15
L000599,newsletters,12,18,57,0,159,47,83
L000600,floor,15,4,13,2,70,16,38
L000600,newsletters,12,0,15,0,43,6,23
L000600,statements,11,9,2,10,4,0,1
L000601,floor,0,0,0,0,1,5,0
L000601,newsletters,1,4,4,0,15,0,12
L000603,floor,0,0,0,0,0,0,0
L000603,newsletters,0,0,0,0,0,0,0
M000133,floor,3,1,1,0,12,0,4
M000133,statements,0,0,3,0,21,0,13
M000133,tweets,0,0,1,0,1,0,1
M000194,newsletters,9,3,8,1,32,10,20
M000194,tweets,1,0,0,0,1,0,0
M000312,floor,8,2,1,2,20,16,1
M000312,newsletters,0,1,2,0,15,0,0
M000312,tweets,5,0,1,2,11,0,0
M000317,floor,8,0,0,1,9,0,1
M000317,newsletters,7,2,5,0,19,2,5
M000317,tweets,1,0,0,1,1,0,0
M000355,floor,30,1,2,4,37,29,8
M000355,tweets,0,1,0,0,1,0,0
M000639,floor,0,1,6,0,35,26,16
M000639,newsletters,0,0,0,0,0,0,0
M000639,statements,1,0,3,0,15,0,7
M000639,tweets,3,1,3,0,10,0,5
M000687,newsletters,1,0,1,1,10,0,7
M000687,tweets,0,0,1,0,0,0,0
M000871,floor,9,0,3,1,21,0,8
M000871,newsletters,11,2,14,0,74,11,41
M000871,statements,0,0,0,0,5,0,1
M000934,floor,7,4,0,0,38,27,9
M000934,newsletters,19,23,42,0,207,61,113
M000934,tweets,0,0,0,0,4,0,1
M001111,floor,0,0,3,1,22,5,10
M001111,newsletters,6,0,0,0,13,0,4
M001111,tweets,0,0,0,0,4,0,4
M001135,floor,0,0,0,0,5,4,4
M001135,newsletters,0,3,12,0,28,3,18
M001135,tweets,4,1,2,0,6,0,1
M001136,floor,10,0,0,3,16,0,3
M001136,newsletters,18,0,12,0,43,12,16
M001136,tweets,6,0,2,4,3,0,1
M001137,floor,16,4,0,1,41,39,14
M001137,newsletters,1,3,12,0,18,5,11
M001137,statements,0,0,0,0,0,0,0
M001137,tweets,1,1,0,0,1,0,0
M001143,floor,1,1,0,0,7,7,4
M001143,newsletters,3,1,3,0,12,0,5
M001143,statements,47,32,11,21,167,37,83
M001143,tweets,0,0,1,0,0,0,0
M001153,floor,0,0,0,0,5,0,4
M001153,tweets,0,1,1,0,2,0,0
M001156,floor,0,0,1,0,0,0,0
M001156,newsletters,9,1,13,1,37,5,21
M001156,statements,30,14,35,1,145,19,63
M001156,tweets,1,0,0,0,1,0,0
M001157,floor,2,0,0,2,6,11,5
M001157,newsletters,14,0,3,2,31,29,12
M001157,tweets,1,0,0,0,0,1,0
M001159,floor,0,1,0,0,14,2,13
M001159,newsletters,24,8,34,2,86,8,32
M001159,tweets,0,0,0,0,0,0,0
M001160,floor,2,0,0,1,2,0,2
M001160,newsletters,1,0,7,0,35,0,22
M001160,tweets,6,0,2,3,8,0,1
M001163,tweets,0,0,0,0,0,0,0
M001165,floor,1,0,0,0,0,0,0
M001165,statements,169,43,129,12,390,122,141
M001165,tweets,7,2,5,0,14,1,2
M001169,floor,2,0,0,0,6,2,0
M001169,newsletters,0,0,0,0,6,0,0
M001176,floor,0,0,0,0,0,0,0
M001176,newsletters,2,1,6,0,37,0,22
M001176,statements,0,0,2,0,2,0,0
M001176,tweets,2,1,4,1,9,0,2
M001177,floor,4,0,0,1,9,0,2
M001177,newsletters,17,0,3,1,24,1,7
M001177,statements,42,6,6,12,61,5,25
M001177,tweets,1,0,0,0,1,0,0
M001183,floor,2,4,1,0,5,4,1
M001183,newsletters,0,8,25,0,58,0,16
M001183,statements,0,1,5,0,3,0,0
M001183,tweets,0,1,8,9,5,9,1
M001184,newsletters,4,1,4,0,19,0,10
M001184,tweets,0,0,0,0,13,0,8
M001188,newsletters,1,1,2,0,4,0,2
M001188,statements,10,1,8,0,53,0,14
M001188,tweets,0,0,1,0,1,0,1
M001190,newsletters,8,0,7,1,21,13,12
M001190,tweets,1,0,0,0,2,0,1
M001194,newsletters,16,0,11,0,31,26,14
M001195,floor,0,0,0,0,4,0,2
M001195,newsletters,4,1,9,2,30,1,17
M001195,tweets,1,0,0,0,1,0,0
M001196,newsletters,2,1,2,0,21,0,15
M001196,statements,1,0,1,0,4,8,0
M001196,tweets,0,0,0,0,0,0,0
M001198,floor,2,0,0,1,8,0,1
M001198,newsletters,33,7,10,4,81,3,45
M001199,floor,1,1,0,0,9,0,3
M001199,newsletters,39,13,11,5,80,18,30
M001199,tweets,2,0,0,1,5,1,1
M001204,floor,6,0,5,3,9,4,8
M001204,newsletters,5,1,10,0,23,1,17
M001204,tweets,1,1,1,0,2,0,1
M001205,newsletters,10,6,27,0,80,19,53
M001205,tweets,0,0,1,0,1,0,1
M001206,newsletters,6,2,18,0,39,0,24
M001206,tweets,0,0,0,0,2,0,0
M001208,floor,1,4,3,0,12,0,8
M001208,newsletters,0,2,10,0,13,0,8
M001208,tweets,0,0,0,0,1,0,0
M001210,newsletters,3,1,3,1,14,0,7
M001210,tweets,0,0,2,0,2,0,2
M001211,floor,6,0,0,0,12,0,13
M001211,newsletters,18,0,3,4,28,0,12
M001211,tweets,0,0,0,0,0,0,0
M001212,newsletters,1,0,5,0,18,2,11
M001212,statements,1,0,0,0,3,0,0
M001212,tweets,2,0,0,1,3,1,0
M001213,floor,0,1,0,0,3,0,2
M001213,newsletters,1,6,12,2,55,12,35
M001213,tweets,0,0,3,0,5,1,5
M001214,floor,0,0,1,0,2,0,1
M001214,newsletters,0,0,1,0,3,0,1
M001214,tweets,0,0,0,0,0,0,0
M001215,floor,14,1,6,0,30,4,22
M001215,newsletters,20,4,12,1,105,20,63
M001215,tweets,0,0,1,0,1,0,1
M001216,newsletters,1,1,11,0,17,10,14
M001218,floor,4,0,0,1,4,0,0
M001218,newsletters,10,3,12,0,35,23,22
M001219,floor,0,0,1,0,6,2,2
M001220,floor,1,0,0,0,5,0,3
M001220,newsletters,1,1,2,0,4,0,2
M001221,floor,9,3,4,0,32,0,14
M001221,newsletters,6,8,16,1,32,1,20
M001222,floor,0,0,0,0,0,2,0
M001222,newsletters,0,0,0,0,0,0,0
M001223,floor,0,0,1,0,2,0,2
M001223,newsletters,2,1,8,0,20,0,8
M001224,floor,0,0,0,0,4,0,2
M001224,newsletters,8,0,10,0,44,7,31
M001224,statements,9,9,0,9,0,0,0
M001225,floor,0,0,1,0,6,0,3
M001225,newsletters,0,0,1,0,12,0,6
M001226,floor,0,1,2,0,6,0,6
M001226,newsletters,0,4,6,0,33,7,18
N000002,floor,0,0,3,0,10,1,7
N000002,newsletters,1,0,7,0,12,0,8
N000002,tweets,1,0,0,0,2,0,1
N000015,tweets,0,0,0,0,0,0,0
N000026,floor,2,0,0,0,5,0,3
N000026,newsletters,30,0,4,5,44,3,12
N000026,tweets,1,0,0,1,0,0,0
N000147,floor,1,1,4,0,24,0,19
N000147,newsletters,4,3,20,0,80,0,62
N000147,statements,0,0,1,0,9,1,10
N000179,newsletters,0,0,0,0,0,0,0
N000179,tweets,0,0,0,0,0,0,0
N000188,floor,0,0,0,0,0,0,0
N000188,newsletters,0,0,10,0,10,0,6
N000188,statements,5,16,50,1,92,5,45
N000188,tweets,0,0,0,0,0,0,0
N000189,floor,3,0,1,0,5,0,3
N000189,newsletters,22,5,26,0,128,13,46
N000189,tweets,0,0,0,0,0,0,0
N000190,floor,0,0,0,0,0,0,0
N000190,newsletters,2,2,4,1,23,3,19
N000190,tweets,3,0,0,9,2,9,0
N000191,floor,17,4,3,0,35,0,18
N000191,newsletters,0,7,14,0,31,0,22
N000191,tweets,0,1,1,0,1,0,1
N000193,floor,0,1,0,0,2,4,0
N000193,newsletters,0,0,2,0,9,3,7
N000194,floor,1,3,0,0,11,5,4
N000194,newsletters,0,10,8,0,32,9,13
O000019,floor,0,2,2,0,23,0,13
O000019,newsletters,5,1,21,0,44,2,30
O000019,tweets,0,0,1,0,0,0,0
O000086,floor,0,1,1,0,7,8,5
O000086,newsletters,6,1,11,1,33,7,12
O000086,statements,0,0,0,0,3,0,3
O000086,tweets,4,0,1,0,6,1,3
O000172,newsletters,0,0,1,0,8,0,3
O000172,tweets,0,0,0,0,1,0,1
O000173,floor,0,0,0,0,0,0,0
O000173,newsletters,2,1,2,0,11,1,5
O000173,tweets,0,0,0,0,1,0,1
O000174,floor,0,1,0,0,1,0,1
O000174,tweets,0,0,4,0,3,1,0
O000175,floor,12,0,0,1,33,9,14
O000175,newsletters,10,0,7,5,27,6,11
P000034,floor,3,15,6,0,58,4,46
P000034,newsletters,9,5,13,1,50,4,34
P000034,statements,2,3,8,0,22,0,9
P000034,tweets,3,1,1,0,8,0,6
P000048,floor,0,3,0,1,9,7,5
P000048,newsletters,45,1,9,2,73,23,33
P000048,tweets,0,0,1,0,2,1,1
P000096,floor,0,0,1,0,3,0,2
P000096,newsletters,1,0,5,0,9,2,7
P000096,tweets,11,0,10,5,7,0,4
P000145,floor,11,14,9,0,167,0,104
P000145,statements,9,9,5,9,2,3,0
P000145,tweets,2,0,0,1,8,0,7
P000197,newsletters,4,3,24,0,53,2,19
P000197,statements,16,16,40,2,92,12,34
P000197,tweets,1,0,0,0,1,0,0
P000595,floor,0,6,2,0,15,1,13
P000595,newsletters,0,7,10,0,18,1,8
P000595,tweets,0,0,1,0,1,0,0
P000597,floor,0,0,0,0,0,0,0
P000597,newsletters,0,0,1,0,10,0,2
P000597,tweets,0,0,0,0,0,0,0
P000599,floor,0,0,0,0,0,0,0
P000599,statements,29,11,30,2,94,26,57
P000603,floor,2,2,0,0,35,14,13
P000603,newsletters,10,3,6,0,58,18,28
P000603,tweets,1,0,0,0,2,1,1
P000604,floor,10,6,10,8,59,3,39
P000604,newsletters,0,1,7,0,19,0,9
P000604,statements,39,10,16,23,53,10,32
P000604,tweets,0,0,0,0,1,0,0
P000605,floor,24,7,2,5,62,2,17
P000605,newsletters,0,0,0,0,3,0,4
P000605,tweets,0,0,0,0,0,0,0
P000607,statements,32,16,14,6,120,14,66
P000607,tweets,3,0,0,3,1,0,0
P000608,floor,0,0,0,0,1,0,1
P000608,newsletters,1,6,14,0,46,13,16
P000608,tweets,3,1,0,1,0,0,0
P000609,newsletters,12,1,4,0,23,2,12
P000609,tweets,1,0,0,0,0,0,0
P000610,floor,2,0,0,0,3,0,0
P000610,newsletters,0,0,0,0,0,0,0
P000613,floor,0,0,0,0,0,0,0
P000613,newsletters,2,19,24,0,56,7,34
P000613,statements,319,371,159,265,788,140,475
P000613,tweets,0,4,1,0,3,0,2
P000614,floor,0,0,0,0,2,0,0
P000614,newsletters,1,13,24,0,47,2,21
P000614,statements,0,5,6,0,15,0,5
P000614,tweets,0,2,2,0,4,0,2
P000615,floor,1,2,3,0,13,5,10
P000615,newsletters,6,0,19,1,42,11,28
P000615,tweets,0,0,0,0,0,0,0
P000616,floor,5,3,0,0,26,26,12
P000616,newsletters,2,24,4,0,46,16,20
P000616,tweets,0,3,0,0,1,0,0
P000617,floor,0,0,1,0,3,0,1
P000617,statements,473,247,97,342,913,20,474
P000617,tweets,3,0,0,0,7,0,4
P000618,floor,1,3,3,0,12,4,4
P000618,tweets,0,0,0,0,4,0,3
P000619,newsletters,0,0,4,0,11,2,8
P000620,newsletters,2,3,4,0,30,0,15
Q000023,floor,0,5,0,0,3,0,0
Q000023,statements,20,8,4,1,93,46,31
Q000023,tweets,1,1,2,0,10,2,5
R000103,floor,1,0,0,0,11,0,4
R000103,newsletters,0,0,0,0,3,0,3
R000103,tweets,10,0,0,1,3,0,1
R000122,floor,30,17,9,3,123,43,73
R000122,statements,1,0,5,0,35,0,20
R000122,tweets,0,0,2,0,2,0,0
R000305,floor,0,1,0,0,4,0,0
R000305,tweets,1,0,1,0,2,0,2
R000575,floor,0,2,0,0,2,1,3
R000575,tweets,0,0,0,0,0,0,0
R000576,tweets,1,1,0,0,3,0,0
R000579,floor,0,1,1,0,3,1,4
R000579,newsletters,26,9,31,0,130,5,46
R000584,floor,0,1,0,0,13,5,6
R000584,newsletters,26,9,6,0,128,18,67
R000584,tweets,0,0,0,0,1,0,0
R000595,floor,3,1,0,0,8,3,4
R000595,newsletters,13,1,2,0,50,26,26
R000595,statements,1,0,0,0,9,10,0
R000595,tweets,1,0,0,0,0,1,0
R000599,floor,0,0,1,0,1,0,3
R000599,tweets,0,0,1,0,1,1,1
R000600,floor,0,0,0,0,0,0,0
R000600,newsletters,4,11,9,0,60,49,10
R000603,newsletters,19,5,15,1,62,3,44
R000603,tweets,0,0,0,0,0,0,0
R000605,floor,0,0,1,0,5,4,4
R000605,newsletters,0,5,8,0,26,14,24
R000605,tweets,0,0,1,0,0,0,0
R000606,floor,0,0,0,0,2,0,0
R000606,tweets,0,0,0,0,0,0,0
R000608,floor,0,0,0,0,0,0,0
R000608,newsletters,1,6,11,0,18,2,9
R000608,statements,9,9,0,9,4,0,3
R000608,tweets,0,1,1,0,3,0,2
R000609,floor,2,0,5,0,12,0,11
R000609,newsletters,8,3,10,0,34,4,23
R000609,statements,0,0,0,0,0,0,0
R000609,tweets,0,0,0,9,2,9,1
R000610,floor,17,0,4,1,31,8,19
R000610,newsletters,72,4,21,4,113,15,53
R000610,statements,0,0,0,0,1,0,3
R000610,tweets,2,0,0,1,1,0,1
R000612,floor,30,1,6,3,49,1,27
R000612,tweets,3,0,1,0,3,0,2
R000614,floor,123,2,8,38,168,23,34
R000614,newsletters,25,0,2,5,41,6,14
R000614,tweets,0,0,0,0,0,0,0
R000615,floor,0,1,0,0,1,1,0
R000615,newsletters,5,15,13,0,38,18,25
R000615,tweets,0,1,0,0,1,0,1
R000617,floor,0,0,0,0,4,0,1
S000033,floor,17,6,1,0,87,12,18
S000033,newsletters,0,2,5,0,33,0,16
S000033,tweets,1,0,0,1,0,0,0
S000148,floor,3,48,33,0,122,27,134
S000148,tweets,0,0,0,0,0,0,0
S000168,floor,1,0,0,1,0,0,0
S000168,newsletters,6,1,3,0,24,10,12
S000168,tweets,0,0,1,0,2,0,2
S000185,floor,14,1,0,0,31,0,18
S000185,newsletters,0,2,5,0,8,0,5
S000185,statements,0,0,0,0,0,0,0
S000185,tweets,0,0,0,0,1,0,0
S000250,newsletters,17,2,9,0,67,9,30
S000250,tweets,0,0,0,0,0,0,0
S000344,floor,6,0,0,1,9,8,1
S000344,statements,147,127,16,127,100,49,54
S000344,tweets,1,0,0,0,2,1,0
S000510,floor,6,0,0,2,13,1,4
S000510,statements,0,0,0,0,15,0,10
S000510,tweets,1,0,1,1,6,0,1
S000522,floor,0,1,0,0,11,0,2
S000522,statements,298,161,55,187,266,123,126
S000522,tweets,0,0,0,0,0,0,0
S000770,floor,0,1,0,0,1,1,0
S000770,statements,9,10,3,9,3,0,1
S000770,tweets,1,0,0,0,2,0,1
S000929,newsletters,3,1,1,0,14,9,4
S000929,statements,0,1,0,0,0,3,0
S000929,tweets,0,0,0,0,2,0,0
S001135,floor,3,1,2,0,7,3,4
S001135,newsletters,7,3,18,0,61,31,25
S001135,statements,5,0,0,0,10,10,6
S001135,tweets,0,0,0,0,0,0,0
S001145,floor,0,0,0,0,0,0,1
S001145,newsletters,10,0,6,1,47,1,20
S001145,tweets,0,0,2,0,3,0,2
S001148,floor,0,0,2,0,0,0,0
S001148,newsletters,1,3,21,0,32,5,27
S001148,statements,104,79,99,81,310,6,137
S001148,tweets,0,0,0,0,0,0,0
S001150,floor,0,0,0,0,1,0,1
S001150,tweets,0,0,0,0,1,0,0
S001156,floor,2,0,1,0,5,1,3
S001156,newsletters,0,2,1,0,1,0,0
S001156,statements,0,8,34,0,46,0,32
S001156,tweets,0,0,0,0,0,0,0
S001157,newsletters,0,1,0,0,3,0,0
S001157,statements,33,31,9,27,35,0,22
S001157,tweets,0,0,0,0,0,0,0
S001159,floor,3,0,0,1,2,0,1
S001159,newsletters,0,1,3,0,8,0,5
S001159,tweets,0,0,0,0,0,0,0
S001168,newsletters,0,3,3,0,18,0,12
S001168,statements,0,2,11,0,30,0,20
S001168,tweets,1,0,0,0,2,0,0
S001172,floor,0,0,0,0,0,0,1
S001172,newsletters,5,5,9,0,78,20,43
S001172,statements,110,83,34,81,188,48,94
S001172,tweets,0,0,0,0,0,1,0
S001176,floor,5,1,4,2,8,0,4
S001176,newsletters,9,0,5,0,40,13,35
S001176,tweets,0,0,1,0,1,0,1
S001177,newsletters,2,5,31,0,93,16,60
S001177,statements,8,27,98,0,320,45,161
S001177,tweets,0,0,0,0,0,0,0
S001181,floor,11,2,0,1,12,6,0
S001181,statements,32,44,27,28,62,13,28
S001181,tweets,0,3,0,0,3,1,0
S001183,floor,28,6,3,13,107,5,5
S001183,newsletters,4,4,6,0,35,1,10
S001183,tweets,1,1,0,1,1,0,0
S001184,floor,0,0,0,0,3,2,4
S001184,newsletters,17,0,10,0,37,10,13
S001184,tweets,2,0,0,0,3,1,1
S001185,floor,1,0,0,0,4,0,3
S001185,newsletters,0,0,0,0,0,0,0
S001185,tweets,0,0,1,0,0,0,0
S001189,floor,0,0,0,0,0,0,1
S001189,newsletters,9,2,13,0,45,16,35
S001189,tweets,0,0,0,0,0,0,0
S001190,floor,5,1,0,0,14,0,4
S001190,newsletters,13,10,17,1,72,24,32
S001190,statements,19,43,43,1,198,62,75
S001190,tweets,0,0,0,0,0,0,0
S001191,newsletters,0,0,5,0,5,0,2
S001191,statements,9,14,6,9,6,0,6
S001191,tweets,0,1,1,0,2,0,1
S001192,tweets,0,0,0,0,0,0,0
S001193,newsletters,0,0,1,0,5,0,3
S001193,statements,25,19,3,18,34,10,27
S001193,tweets,1,0,0,0,1,0,0
S001194,floor,4,1,3,0,17,3,13
S001194,newsletters,0,5,8,0,24,6,13
S001194,tweets,0,0,0,0,0,0,0
S001195,floor,0,0,0,0,1,0,1
S001195,newsletters,74,1,16,3,58,15,24
S001195,tweets,1,0,0,0,1,0,1
S001196,newsletters,10,6,22,0,48,13,31
S001196,statements,0,1,3,0,14,15,3
S001196,tweets,0,0,5,0,5,0,4
S001198,newsletters,0,0,0,0,4,4,0
S001198,tweets,1,0,0,0,1,1,0
S001199,floor,0,0,0,0,2,0,0
S001199,newsletters,4,2,8,0,40,7,21
S001199,tweets,0,0,0,0,1,0,1
S001200,floor,0,1,9,0,14,0,8
S001200,newsletters,0,12,89,0,131,4,83
S001200,statements,0,0,0,0,0,0,0
S001200,tweets,1,0,1,1,3,1,0
S001203,floor,0,0,1,0,4,0,2
S001203,newsletters,1,2,2,0,11,0,9
S001205,floor,17,9,3,6,48,0,26
S001205,newsletters,0,0,6,0,14,0,9
S001205,tweets,1,0,0,1,1,0,1
S001207,newsletters,3,0,1,0,17,0,7
S001207,statements,0,0,2,0,2,0,1
S001207,tweets,0,0,0,0,0,0,0
S001208,floor,0,0,0,0,0,0,0
S001208,newsletters,0,6,4,0,34,3,19
S001209,floor,0,0,2,0,0,0,0
S001209,newsletters,10,25,32,0,73,9,45
S001209,statements,35,22,1,27,29,0,11
S001209,tweets,0,3,1,0,3,0,3
S001211,floor,0,1,2,0,5,0,4
S001211,tweets,0,0,0,0,0,0,0
S001212,floor,4,0,1,0,16,1,5
S001212,newsletters,7,0,5,1,31,4,14
S001212,statements,3,0,0,0,6,5,0
S001212,tweets,0,0,0,0,0,0,0
S001213,floor,0,0,0,0,1,2,2
S001213,newsletters,0,1,4,0,18,0,12
S001213,tweets,1,0,0,0,1,0,0
S001214,newsletters,35,3,22,1,104,18,74
S001214,tweets,0,0,0,0,0,0,0
S001215,floor,0,0,2,0,5,0,3
S001215,newsletters,0,0,1,0,4,0,3
S001215,tweets,1,1,2,18,5,18,1
S001216,floor,0,6,3,0,20,2,14
S001216,newsletters,0,2,8,0,12,2,9
S001216,tweets,0,0,0,0,0,0,0
S001217,newsletters,78,17,55,6,206,95,101
S001217,tweets,1,0,0,1,2,0,1
S001218,tweets,4,0,1,1,12,0,3
S001220,floor,0,0,0,0,0,0,0
S001220,newsletters,1,0,0,0,0,0,0
S001221,floor,5,4,2,0,12,0,7
S001221,newsletters,4,8,20,0,74,5,35
S001222,floor,14,0,1,3,17,11,3
S001222,newsletters,3,0,5,0,17,6,13
S001223,floor,0,0,4,0,8,0,6
S001223,newsletters,2,13,23,0,55,1,39
S001223,statements,1,1,0,0,2,0,1
S001224,floor,0,0,0,0,3,0,1
S001224,newsletters,22,0,5,6,37,15,13
S001225,floor,0,0,0,0,6,0,1
S001225,newsletters,1,0,0,0,2,0,0
S001226,floor,0,0,0,0,5,0,6
S001226,newsletters,0,4,3,0,13,0,4
S001227,floor,1,2,1,0,3,0,1
T000165,floor,0,0,0,0,0,0,0
T000165,newsletters,81,9,12,11,120,25,54
T000165,tweets,0,0,0,0,0,0,0
T000193,floor,1,2,0,0,33,2,26
T000193,statements,0,0,0,0,6,0,6
T000193,tweets,0,0,0,0,0,0,0
T000250,floor,0,0,9,0,20,22,18
T000250,newsletters,2,1,1,0,11,4,6
T000250,tweets,0,0,0,0,0,0,0
T000278,floor,6,2,0,3,18,2,6
T000278,newsletters,10,1,5,0,27,4,19
T000278,tweets,2,0,0,1,0,0,0
T000460,floor,11,0,3,2,35,0,16
T000460,tweets,3,0,1,0,5,0,1
T000463,tweets,0,1,0,0,0,1,0
T000464,floor,1,2,1,0,11,5,6
T000464,newsletters,0,3,7,0,14,0,6
T000464,tweets,0,1,1,0,1,0,1
T000467,floor,2,3,2,1,15,1,6
T000467,newsletters,13,7,10,0,42,6,19
T000467,statements,50,61,11,45,104,0,68
T000467,tweets,0,0,0,0,0,0,0
T000468,floor,0,2,2,0,4,0,4
T000468,tweets,0,2,3,0,4,1,3
T000469,newsletters,28,5,41,3,147,0,55
T000469,tweets,0,0,1,0,0,0,0
T000472,floor,1,0,0,0,8,0,3
T000472,newsletters,0,0,4,0,12,0,9
T000472,tweets,3,0,0,1,2,0,0
T000474,newsletters,0,1,2,0,9,0,0
T000474,statements,35,36,27,11,168,11,91
